feature,target,cloud_ratio
D:\ITMO\senne\competition\data\train_features\blda,D:\ITMO\senne\competition\data\train_labels\blda.tif,1.0
D:\ITMO\senne\competition\data\train_features\jxnp,D:\ITMO\senne\competition\data\train_labels\jxnp.tif,0.939
D:\ITMO\senne\competition\data\train_features\mduh,D:\ITMO\senne\competition\data\train_labels\mduh.tif,0.569
D:\ITMO\senne\competition\data\train_features\susw,D:\ITMO\senne\competition\data\train_labels\susw.tif,0.0
D:\ITMO\senne\competition\data\train_features\ekrq,D:\ITMO\senne\competition\data\train_labels\ekrq.tif,0.328
D:\ITMO\senne\competition\data\train_features\blci,D:\ITMO\senne\competition\data\train_labels\blci.tif,0.461
D:\ITMO\senne\competition\data\train_features\wyqi,D:\ITMO\senne\competition\data\train_labels\wyqi.tif,0.367
D:\ITMO\senne\competition\data\train_features\euev,D:\ITMO\senne\competition\data\train_labels\euev.tif,0.942
D:\ITMO\senne\competition\data\train_features\hxlo,D:\ITMO\senne\competition\data\train_labels\hxlo.tif,0.0
D:\ITMO\senne\competition\data\train_features\clsf,D:\ITMO\senne\competition\data\train_labels\clsf.tif,0.082
D:\ITMO\senne\competition\data\train_features\vyop,D:\ITMO\senne\competition\data\train_labels\vyop.tif,0.0
D:\ITMO\senne\competition\data\train_features\ylhz,D:\ITMO\senne\competition\data\train_labels\ylhz.tif,0.212
D:\ITMO\senne\competition\data\train_features\xfim,D:\ITMO\senne\competition\data\train_labels\xfim.tif,0.422
D:\ITMO\senne\competition\data\train_features\bsci,D:\ITMO\senne\competition\data\train_labels\bsci.tif,0.0
D:\ITMO\senne\competition\data\train_features\aqhi,D:\ITMO\senne\competition\data\train_labels\aqhi.tif,0.023
D:\ITMO\senne\competition\data\train_features\ewpm,D:\ITMO\senne\competition\data\train_labels\ewpm.tif,0.946
D:\ITMO\senne\competition\data\train_features\qhwz,D:\ITMO\senne\competition\data\train_labels\qhwz.tif,1.0
D:\ITMO\senne\competition\data\train_features\mter,D:\ITMO\senne\competition\data\train_labels\mter.tif,0.129
D:\ITMO\senne\competition\data\train_features\mcky,D:\ITMO\senne\competition\data\train_labels\mcky.tif,0.992
D:\ITMO\senne\competition\data\train_features\ytqx,D:\ITMO\senne\competition\data\train_labels\ytqx.tif,0.065
D:\ITMO\senne\competition\data\train_features\huug,D:\ITMO\senne\competition\data\train_labels\huug.tif,0.729
D:\ITMO\senne\competition\data\train_features\tjgf,D:\ITMO\senne\competition\data\train_labels\tjgf.tif,0.086
D:\ITMO\senne\competition\data\train_features\ihmb,D:\ITMO\senne\competition\data\train_labels\ihmb.tif,0.0
D:\ITMO\senne\competition\data\train_features\qzhu,D:\ITMO\senne\competition\data\train_labels\qzhu.tif,0.776
D:\ITMO\senne\competition\data\train_features\demw,D:\ITMO\senne\competition\data\train_labels\demw.tif,0.354
D:\ITMO\senne\competition\data\train_features\bkno,D:\ITMO\senne\competition\data\train_labels\bkno.tif,1.0
D:\ITMO\senne\competition\data\train_features\mqnj,D:\ITMO\senne\competition\data\train_labels\mqnj.tif,0.513
D:\ITMO\senne\competition\data\train_features\mriv,D:\ITMO\senne\competition\data\train_labels\mriv.tif,0.365
D:\ITMO\senne\competition\data\train_features\ibhj,D:\ITMO\senne\competition\data\train_labels\ibhj.tif,0.0
D:\ITMO\senne\competition\data\train_features\sxki,D:\ITMO\senne\competition\data\train_labels\sxki.tif,0.827
D:\ITMO\senne\competition\data\train_features\yjrb,D:\ITMO\senne\competition\data\train_labels\yjrb.tif,0.096
D:\ITMO\senne\competition\data\train_features\wlvj,D:\ITMO\senne\competition\data\train_labels\wlvj.tif,0.881
D:\ITMO\senne\competition\data\train_features\urcw,D:\ITMO\senne\competition\data\train_labels\urcw.tif,0.531
D:\ITMO\senne\competition\data\train_features\xfma,D:\ITMO\senne\competition\data\train_labels\xfma.tif,0.33
D:\ITMO\senne\competition\data\train_features\ahnu,D:\ITMO\senne\competition\data\train_labels\ahnu.tif,0.509
D:\ITMO\senne\competition\data\train_features\qiyd,D:\ITMO\senne\competition\data\train_labels\qiyd.tif,1.0
D:\ITMO\senne\competition\data\train_features\yllq,D:\ITMO\senne\competition\data\train_labels\yllq.tif,0.191
D:\ITMO\senne\competition\data\train_features\szul,D:\ITMO\senne\competition\data\train_labels\szul.tif,0.369
D:\ITMO\senne\competition\data\train_features\xbdn,D:\ITMO\senne\competition\data\train_labels\xbdn.tif,0.263
D:\ITMO\senne\competition\data\train_features\ekfp,D:\ITMO\senne\competition\data\train_labels\ekfp.tif,0.729
D:\ITMO\senne\competition\data\train_features\iktw,D:\ITMO\senne\competition\data\train_labels\iktw.tif,1.0
D:\ITMO\senne\competition\data\train_features\xrym,D:\ITMO\senne\competition\data\train_labels\xrym.tif,1.0
D:\ITMO\senne\competition\data\train_features\suqk,D:\ITMO\senne\competition\data\train_labels\suqk.tif,1.0
D:\ITMO\senne\competition\data\train_features\wvug,D:\ITMO\senne\competition\data\train_labels\wvug.tif,0.02
D:\ITMO\senne\competition\data\train_features\lpry,D:\ITMO\senne\competition\data\train_labels\lpry.tif,0.08
D:\ITMO\senne\competition\data\train_features\tgje,D:\ITMO\senne\competition\data\train_labels\tgje.tif,0.108
D:\ITMO\senne\competition\data\train_features\asst,D:\ITMO\senne\competition\data\train_labels\asst.tif,0.469
D:\ITMO\senne\competition\data\train_features\exut,D:\ITMO\senne\competition\data\train_labels\exut.tif,0.635
D:\ITMO\senne\competition\data\train_features\dzbz,D:\ITMO\senne\competition\data\train_labels\dzbz.tif,0.041
D:\ITMO\senne\competition\data\train_features\ykpb,D:\ITMO\senne\competition\data\train_labels\ykpb.tif,1.0
D:\ITMO\senne\competition\data\train_features\cpff,D:\ITMO\senne\competition\data\train_labels\cpff.tif,1.0
D:\ITMO\senne\competition\data\train_features\lulo,D:\ITMO\senne\competition\data\train_labels\lulo.tif,1.0
D:\ITMO\senne\competition\data\train_features\bjtd,D:\ITMO\senne\competition\data\train_labels\bjtd.tif,1.0
D:\ITMO\senne\competition\data\train_features\dzfw,D:\ITMO\senne\competition\data\train_labels\dzfw.tif,0.173
D:\ITMO\senne\competition\data\train_features\uthz,D:\ITMO\senne\competition\data\train_labels\uthz.tif,0.739
D:\ITMO\senne\competition\data\train_features\xunb,D:\ITMO\senne\competition\data\train_labels\xunb.tif,0.904
D:\ITMO\senne\competition\data\train_features\fmeq,D:\ITMO\senne\competition\data\train_labels\fmeq.tif,0.094
D:\ITMO\senne\competition\data\train_features\vxjx,D:\ITMO\senne\competition\data\train_labels\vxjx.tif,0.553
D:\ITMO\senne\competition\data\train_features\croh,D:\ITMO\senne\competition\data\train_labels\croh.tif,1.0
D:\ITMO\senne\competition\data\train_features\mbsq,D:\ITMO\senne\competition\data\train_labels\mbsq.tif,1.0
D:\ITMO\senne\competition\data\train_features\phje,D:\ITMO\senne\competition\data\train_labels\phje.tif,0.0
D:\ITMO\senne\competition\data\train_features\rvwz,D:\ITMO\senne\competition\data\train_labels\rvwz.tif,1.0
D:\ITMO\senne\competition\data\train_features\rjxj,D:\ITMO\senne\competition\data\train_labels\rjxj.tif,0.595
D:\ITMO\senne\competition\data\train_features\htfz,D:\ITMO\senne\competition\data\train_labels\htfz.tif,1.0
D:\ITMO\senne\competition\data\train_features\ekbl,D:\ITMO\senne\competition\data\train_labels\ekbl.tif,0.211
D:\ITMO\senne\competition\data\train_features\yajs,D:\ITMO\senne\competition\data\train_labels\yajs.tif,1.0
D:\ITMO\senne\competition\data\train_features\mzac,D:\ITMO\senne\competition\data\train_labels\mzac.tif,0.011
D:\ITMO\senne\competition\data\train_features\pefi,D:\ITMO\senne\competition\data\train_labels\pefi.tif,0.348
D:\ITMO\senne\competition\data\train_features\odeh,D:\ITMO\senne\competition\data\train_labels\odeh.tif,0.244
D:\ITMO\senne\competition\data\train_features\sujy,D:\ITMO\senne\competition\data\train_labels\sujy.tif,0.978
D:\ITMO\senne\competition\data\train_features\wdoy,D:\ITMO\senne\competition\data\train_labels\wdoy.tif,0.0
D:\ITMO\senne\competition\data\train_features\oarm,D:\ITMO\senne\competition\data\train_labels\oarm.tif,0.232
D:\ITMO\senne\competition\data\train_features\jbgu,D:\ITMO\senne\competition\data\train_labels\jbgu.tif,0.793
D:\ITMO\senne\competition\data\train_features\skau,D:\ITMO\senne\competition\data\train_labels\skau.tif,0.996
D:\ITMO\senne\competition\data\train_features\njtz,D:\ITMO\senne\competition\data\train_labels\njtz.tif,1.0
D:\ITMO\senne\competition\data\train_features\rzij,D:\ITMO\senne\competition\data\train_labels\rzij.tif,0.221
D:\ITMO\senne\competition\data\train_features\hzgu,D:\ITMO\senne\competition\data\train_labels\hzgu.tif,0.0
D:\ITMO\senne\competition\data\train_features\svvi,D:\ITMO\senne\competition\data\train_labels\svvi.tif,0.885
D:\ITMO\senne\competition\data\train_features\zxxo,D:\ITMO\senne\competition\data\train_labels\zxxo.tif,0.167
D:\ITMO\senne\competition\data\train_features\mfbe,D:\ITMO\senne\competition\data\train_labels\mfbe.tif,0.203
D:\ITMO\senne\competition\data\train_features\viyx,D:\ITMO\senne\competition\data\train_labels\viyx.tif,0.973
D:\ITMO\senne\competition\data\train_features\sulh,D:\ITMO\senne\competition\data\train_labels\sulh.tif,0.986
D:\ITMO\senne\competition\data\train_features\eufg,D:\ITMO\senne\competition\data\train_labels\eufg.tif,0.244
D:\ITMO\senne\competition\data\train_features\hoip,D:\ITMO\senne\competition\data\train_labels\hoip.tif,0.998
D:\ITMO\senne\competition\data\train_features\huuf,D:\ITMO\senne\competition\data\train_labels\huuf.tif,0.566
D:\ITMO\senne\competition\data\train_features\aqxq,D:\ITMO\senne\competition\data\train_labels\aqxq.tif,0.459
D:\ITMO\senne\competition\data\train_features\bxqx,D:\ITMO\senne\competition\data\train_labels\bxqx.tif,0.917
D:\ITMO\senne\competition\data\train_features\ddbo,D:\ITMO\senne\competition\data\train_labels\ddbo.tif,1.0
D:\ITMO\senne\competition\data\train_features\ruwu,D:\ITMO\senne\competition\data\train_labels\ruwu.tif,1.0
D:\ITMO\senne\competition\data\train_features\mayp,D:\ITMO\senne\competition\data\train_labels\mayp.tif,0.994
D:\ITMO\senne\competition\data\train_features\mfce,D:\ITMO\senne\competition\data\train_labels\mfce.tif,0.719
D:\ITMO\senne\competition\data\train_features\djpw,D:\ITMO\senne\competition\data\train_labels\djpw.tif,1.0
D:\ITMO\senne\competition\data\train_features\iima,D:\ITMO\senne\competition\data\train_labels\iima.tif,0.571
D:\ITMO\senne\competition\data\train_features\dxih,D:\ITMO\senne\competition\data\train_labels\dxih.tif,0.009
D:\ITMO\senne\competition\data\train_features\ycrb,D:\ITMO\senne\competition\data\train_labels\ycrb.tif,1.0
D:\ITMO\senne\competition\data\train_features\btbr,D:\ITMO\senne\competition\data\train_labels\btbr.tif,0.245
D:\ITMO\senne\competition\data\train_features\wlgb,D:\ITMO\senne\competition\data\train_labels\wlgb.tif,1.0
D:\ITMO\senne\competition\data\train_features\qpfy,D:\ITMO\senne\competition\data\train_labels\qpfy.tif,1.0
D:\ITMO\senne\competition\data\train_features\rzqu,D:\ITMO\senne\competition\data\train_labels\rzqu.tif,0.336
D:\ITMO\senne\competition\data\train_features\utqa,D:\ITMO\senne\competition\data\train_labels\utqa.tif,0.679
D:\ITMO\senne\competition\data\train_features\hzip,D:\ITMO\senne\competition\data\train_labels\hzip.tif,0.0
D:\ITMO\senne\competition\data\train_features\pjmx,D:\ITMO\senne\competition\data\train_labels\pjmx.tif,0.473
D:\ITMO\senne\competition\data\train_features\dnmq,D:\ITMO\senne\competition\data\train_labels\dnmq.tif,0.059
D:\ITMO\senne\competition\data\train_features\rart,D:\ITMO\senne\competition\data\train_labels\rart.tif,0.738
D:\ITMO\senne\competition\data\train_features\vuzn,D:\ITMO\senne\competition\data\train_labels\vuzn.tif,0.542
D:\ITMO\senne\competition\data\train_features\hpqz,D:\ITMO\senne\competition\data\train_labels\hpqz.tif,1.0
D:\ITMO\senne\competition\data\train_features\yoec,D:\ITMO\senne\competition\data\train_labels\yoec.tif,0.175
D:\ITMO\senne\competition\data\train_features\vgpx,D:\ITMO\senne\competition\data\train_labels\vgpx.tif,1.0
D:\ITMO\senne\competition\data\train_features\hprg,D:\ITMO\senne\competition\data\train_labels\hprg.tif,0.996
D:\ITMO\senne\competition\data\train_features\phhg,D:\ITMO\senne\competition\data\train_labels\phhg.tif,1.0
D:\ITMO\senne\competition\data\train_features\ghkl,D:\ITMO\senne\competition\data\train_labels\ghkl.tif,0.883
D:\ITMO\senne\competition\data\train_features\mwit,D:\ITMO\senne\competition\data\train_labels\mwit.tif,0.119
D:\ITMO\senne\competition\data\train_features\emyv,D:\ITMO\senne\competition\data\train_labels\emyv.tif,0.802
D:\ITMO\senne\competition\data\train_features\bjxq,D:\ITMO\senne\competition\data\train_labels\bjxq.tif,1.0
D:\ITMO\senne\competition\data\train_features\byro,D:\ITMO\senne\competition\data\train_labels\byro.tif,0.267
D:\ITMO\senne\competition\data\train_features\lnsv,D:\ITMO\senne\competition\data\train_labels\lnsv.tif,0.351
D:\ITMO\senne\competition\data\train_features\pgiv,D:\ITMO\senne\competition\data\train_labels\pgiv.tif,0.141
D:\ITMO\senne\competition\data\train_features\mpcs,D:\ITMO\senne\competition\data\train_labels\mpcs.tif,0.274
D:\ITMO\senne\competition\data\train_features\whnl,D:\ITMO\senne\competition\data\train_labels\whnl.tif,0.899
D:\ITMO\senne\competition\data\train_features\nbds,D:\ITMO\senne\competition\data\train_labels\nbds.tif,0.372
D:\ITMO\senne\competition\data\train_features\cdsh,D:\ITMO\senne\competition\data\train_labels\cdsh.tif,0.218
D:\ITMO\senne\competition\data\train_features\ydjb,D:\ITMO\senne\competition\data\train_labels\ydjb.tif,1.0
D:\ITMO\senne\competition\data\train_features\wiqf,D:\ITMO\senne\competition\data\train_labels\wiqf.tif,0.725
D:\ITMO\senne\competition\data\train_features\mpgs,D:\ITMO\senne\competition\data\train_labels\mpgs.tif,0.509
D:\ITMO\senne\competition\data\train_features\dgjn,D:\ITMO\senne\competition\data\train_labels\dgjn.tif,1.0
D:\ITMO\senne\competition\data\train_features\lqky,D:\ITMO\senne\competition\data\train_labels\lqky.tif,0.994
D:\ITMO\senne\competition\data\train_features\xkxb,D:\ITMO\senne\competition\data\train_labels\xkxb.tif,0.985
D:\ITMO\senne\competition\data\train_features\qkdn,D:\ITMO\senne\competition\data\train_labels\qkdn.tif,1.0
D:\ITMO\senne\competition\data\train_features\pcbt,D:\ITMO\senne\competition\data\train_labels\pcbt.tif,0.271
D:\ITMO\senne\competition\data\train_features\ddub,D:\ITMO\senne\competition\data\train_labels\ddub.tif,0.469
D:\ITMO\senne\competition\data\train_features\nnfq,D:\ITMO\senne\competition\data\train_labels\nnfq.tif,1.0
D:\ITMO\senne\competition\data\train_features\cojz,D:\ITMO\senne\competition\data\train_labels\cojz.tif,1.0
D:\ITMO\senne\competition\data\train_features\shrj,D:\ITMO\senne\competition\data\train_labels\shrj.tif,1.0
D:\ITMO\senne\competition\data\train_features\btyl,D:\ITMO\senne\competition\data\train_labels\btyl.tif,0.572
D:\ITMO\senne\competition\data\train_features\sxgm,D:\ITMO\senne\competition\data\train_labels\sxgm.tif,1.0
D:\ITMO\senne\competition\data\train_features\atax,D:\ITMO\senne\competition\data\train_labels\atax.tif,0.319
D:\ITMO\senne\competition\data\train_features\vdah,D:\ITMO\senne\competition\data\train_labels\vdah.tif,0.429
D:\ITMO\senne\competition\data\train_features\hrvw,D:\ITMO\senne\competition\data\train_labels\hrvw.tif,0.998
D:\ITMO\senne\competition\data\train_features\aphc,D:\ITMO\senne\competition\data\train_labels\aphc.tif,0.998
D:\ITMO\senne\competition\data\train_features\ymcn,D:\ITMO\senne\competition\data\train_labels\ymcn.tif,0.026
D:\ITMO\senne\competition\data\train_features\yeiq,D:\ITMO\senne\competition\data\train_labels\yeiq.tif,1.0
D:\ITMO\senne\competition\data\train_features\mpke,D:\ITMO\senne\competition\data\train_labels\mpke.tif,0.47
D:\ITMO\senne\competition\data\train_features\qamo,D:\ITMO\senne\competition\data\train_labels\qamo.tif,1.0
D:\ITMO\senne\competition\data\train_features\cnfd,D:\ITMO\senne\competition\data\train_labels\cnfd.tif,0.995
D:\ITMO\senne\competition\data\train_features\mods,D:\ITMO\senne\competition\data\train_labels\mods.tif,0.304
D:\ITMO\senne\competition\data\train_features\xaji,D:\ITMO\senne\competition\data\train_labels\xaji.tif,0.543
D:\ITMO\senne\competition\data\train_features\wzhd,D:\ITMO\senne\competition\data\train_labels\wzhd.tif,1.0
D:\ITMO\senne\competition\data\train_features\hojm,D:\ITMO\senne\competition\data\train_labels\hojm.tif,1.0
D:\ITMO\senne\competition\data\train_features\dghr,D:\ITMO\senne\competition\data\train_labels\dghr.tif,0.972
D:\ITMO\senne\competition\data\train_features\vqow,D:\ITMO\senne\competition\data\train_labels\vqow.tif,0.157
D:\ITMO\senne\competition\data\train_features\gseh,D:\ITMO\senne\competition\data\train_labels\gseh.tif,0.407
D:\ITMO\senne\competition\data\train_features\lwvf,D:\ITMO\senne\competition\data\train_labels\lwvf.tif,0.705
D:\ITMO\senne\competition\data\train_features\xfwt,D:\ITMO\senne\competition\data\train_labels\xfwt.tif,0.542
D:\ITMO\senne\competition\data\train_features\kzvr,D:\ITMO\senne\competition\data\train_labels\kzvr.tif,0.777
D:\ITMO\senne\competition\data\train_features\vehh,D:\ITMO\senne\competition\data\train_labels\vehh.tif,0.358
D:\ITMO\senne\competition\data\train_features\xgvd,D:\ITMO\senne\competition\data\train_labels\xgvd.tif,0.612
D:\ITMO\senne\competition\data\train_features\fmjx,D:\ITMO\senne\competition\data\train_labels\fmjx.tif,0.815
D:\ITMO\senne\competition\data\train_features\wzte,D:\ITMO\senne\competition\data\train_labels\wzte.tif,0.999
D:\ITMO\senne\competition\data\train_features\wech,D:\ITMO\senne\competition\data\train_labels\wech.tif,1.0
D:\ITMO\senne\competition\data\train_features\dkdb,D:\ITMO\senne\competition\data\train_labels\dkdb.tif,1.0
D:\ITMO\senne\competition\data\train_features\sqja,D:\ITMO\senne\competition\data\train_labels\sqja.tif,0.83
D:\ITMO\senne\competition\data\train_features\shrc,D:\ITMO\senne\competition\data\train_labels\shrc.tif,0.932
D:\ITMO\senne\competition\data\train_features\rszz,D:\ITMO\senne\competition\data\train_labels\rszz.tif,1.0
D:\ITMO\senne\competition\data\train_features\dolg,D:\ITMO\senne\competition\data\train_labels\dolg.tif,0.115
D:\ITMO\senne\competition\data\train_features\auoi,D:\ITMO\senne\competition\data\train_labels\auoi.tif,0.48
D:\ITMO\senne\competition\data\train_features\doku,D:\ITMO\senne\competition\data\train_labels\doku.tif,0.0
